gene_id	entrez_id	gene_name_lnctard	gene_type_lnctard	gene_name_gencode	gene_type_gencode	gene_name_homosapiens	gene_type_homosapiens
ENSG00000229590	55545	MSX2P1	lncRNA	MSX2P1	processed_pseudogene	MSX2P1	processed_pseudogene
		linc-DYNC2H1-4	lncRNA				
ENSG00000145777	85480	TSLP	protein_coding			TSLP	protein_coding
ENSG00000250033	641364	SLC7A11-AS1	lncRNA	SLC7A11-AS1	lncRNA	SLC7A11-AS1	lncRNA
ENSG00000223546	100287765	LINC00630	lncRNA	LINC00630	lncRNA	LINC00630	lncRNA
ENSG00000231607	8847	DLEU2	lncRNA			DLEU2	lncRNA
		lncRNA625	lncRNA				
		miR-26a	miRNA				
ENSG00000258451		AL163636.1	lncRNA	EGILA	lncRNA	EGILA	lncRNA
ENSG00000164438	30012	TLX3	TF	TLX3	protein_coding	TLX3	protein_coding
ENSG00000215386	388815	MIR99AHG	lncRNA			MIR99AHG	lncRNA
		lncRNA-p3134	circRNA				
		RP11-445H22.4	lncRNA				
ENSG00000251191	619351	LINC00589	lncRNA	LINC00589	lncRNA	LINC00589	lncRNA
		miR-19a	miRNA				
ENSG00000232810	7124	TNF	protein_coding	TNF	protein_coding	TNF	protein_coding
ENSG00000258777	100750246	HIF1A-AS1	lncRNA	HIF1A-AS1	lncRNA	HIF1A-AS1	lncRNA
		circPVT1	circRNA				
ENSG00000235884	100287314	LINC00941	lncRNA	LINC00941	lncRNA	LINC00941	lncRNA
ENST00000366181.2		RP11-296A18.3	lncRNA				
		uc.339	lncRNA				
ENSG00000137693	10413	YAP1	protein_coding			YAP1	protein_coding
		miR-193a	miRNA				
ENSG00000224310	400511	LINC01567	lncRNA	LINC01567	lncRNA	LINC01567	lncRNA
ENSP00000409300.1,ENST00000449340.1		WDR7-7	lncRNA				
ENSG00000255874	283487	LINC00346	lncRNA	PRECSIT	lncRNA	PRECSIT	lncRNA
ENSG00000278970	100859930	HEIH	lncRNA	HEIH	lncRNA	HEIH	lncRNA
ENSG00000234456	100505881	MAGI2-AS3	lncRNA			MAGI2-AS3	lncRNA
ENSG00000227039	100505746	ITGB2-AS1	lncRNA	ITGB2-AS1	lncRNA	ITGB2-AS1	lncRNA
ENST00000508986		lncRNA-CTD-2108O9.1	lncRNA				
ENSG00000073282	8626	TP63	TF			TP63	protein_coding
ENSG00000172965		AWPPH	lncRNA			MIR4435-2HG	lncRNA
ENSG00000260738	100861542	LINC00554	lncRNA	LINC00554	lncRNA	LINC00554	lncRNA
ENSG00000254489		RP5-1024C24.1	lncRNA	MPPED2-AS1	lncRNA	MPPED2-AS1	lncRNA
ENSG00000237436	110841581	CAMTA1-DT	lncRNA	CAMTA1-DT	lncRNA	CAMTA1-DT	lncRNA
ENSG00000243960		RP11-552M11.4	lncRNA	ENSG00000243960	lncRNA		lncRNA
ENSG00000253802		lncRNA-PRLB	lncRNA	SIRLNT	lncRNA	SIRLNT	lncRNA
ENST00000432937		MRUL	lncRNA				
ENSG00000237361	400128	TUSC8	lncRNA	TUSC8	lncRNA	TUSC8	lncRNA
		miR-148a	miRNA				
		miR-125b	miRNA				
ENSG00000178951	51341	ZBTB7A	TF	ZBTB7A	protein_coding	ZBTB7A	protein_coding
		AC132217.4	lncRNA				
ENSG00000102349	11279	KLF8	TF			KLF8	protein_coding
ENSG00000255733		IFNG-AS1	lncRNA	IFNG-AS1	lncRNA	IFNG-AS1	lncRNA
ENSG00000250337	643401	PURPL	lncRNA			PURPL	lncRNA
		miR-101-3p	miRNA				
ENSG00000234883	114614	MIR155HG	lncRNA	MIR155HG	lncRNA	MIR155HG	lncRNA
		lncSHRG	lncRNA				
ENSG00000198176		lnc-DILC	lncRNA			TFDP1	protein_coding
ENSG00000187140	27022	FOXD3	TF	FOXD3	protein_coding	FOXD3	protein_coding
ENSG00000213671	106479059	OLA1P2	lncRNA	OLA1P2	processed_pseudogene	OLA1P2	processed_pseudogene
ENSG00000276043	29128	UHRF1	protein_coding	UHRF1	protein_coding	UHRF1	protein_coding
		miR-203	miRNA				
		miR-192	miRNA				
		miR-1	miRNA				
	106633813	SIRT1-AS	lncRNA				
ENSG00000260629	103344929	BGLT3	lncRNA	BGLT3	lncRNA	BGLT3	lncRNA
ENSG00000281450	101154753	PANDAR	lncRNA	PANDAR	lncRNA	PANDAR	lncRNA
ENSG00000237853		RP5-833A20.1	lncRNA	NFIA-AS1	lncRNA	NFIA-AS1	lncRNA
ENSG00000236404	401491	VLDLR-AS1	lncRNA			VLDLR-AS1	lncRNA
ENSG00000262973		RP11-708H21.4	lncRNA				
ENSG00000213091	5246	PHBP1	lncRNA	PHB1P1	processed_pseudogene	PHB1P1	processed_pseudogene
	110599565	UC.134	lncRNA				
ENSG00000227347	389053	HNRNPKP2	lncRNA	HNRNPKP2	processed_pseudogene	HNRNPKP2	processed_pseudogene
ENSG00000126561	6776	STAT5A	TF			STAT5A	protein_coding
ENSG00000279296	109245082	PRAL	lncRNA	PRAL	TEC	PRAL	TEC
ENSG00000263874	100505576	LINC00672	lncRNA	LASP1NB	protein_coding	LASP1NB	protein_coding
ENSG00000240032	109729161	LNCSRLR	lncRNA	LNCSRLR	lncRNA	LNCSRLR	lncRNA
ENSG00000253669	401472	GASAL1	lncRNA	GASAL1	lncRNA	GASAL1	lncRNA
		lncRNA-BCAT1	lncRNA				
		AK093407	lncRNA				
ENSG00000243410		PSMD6-AS1	lncRNA	PSMD6-AS1	lncRNA	PSMD6-AS1	lncRNA
ENSG00000163364	375295	LINC01116	lncRNA			LINC01116	lncRNA
ENSG00000228495	100507254	LINC01013	lncRNA	LINC01013	lncRNA	LINC01013	lncRNA
	100129148	LOC100129148	lncRNA				
ENSG00000231473	100862704	RB1-DT	lncRNA	RB1-DT	lncRNA	RB1-DT	lncRNA
ENSG00000225194	100188953	LINC00092	lncRNA	LINC00092	lncRNA	LINC00092	lncRNA
		RP11-190D6.2	lncRNA				
ENSG00000245910		SNHG6-003	lncRNA	SNHG6	lncRNA	SNHG6	lncRNA
		PILRLS	lncRNA				
		AK058003	lncRNA				
		miR-216a	miRNA				
		LncRNA-HIT	lncRNA				
ENSG00000226935	118421	LINC00161	lncRNA	LINC00161	lncRNA	LINC00161	lncRNA
		lncRNA-Unigene56159	lncRNA				
		linc-cdh4-2	lncRNA				
ENSG00000250786	100505806	SNHG18	lncRNA	SNHG18	lncRNA	SNHG18	lncRNA
ENSG00000257698	100506844	GIHCG	lncRNA	GIHCG	lncRNA	GIHCG	lncRNA
ENSG00000012048	672	BRCA1	protein_coding			BRCA1	protein_coding
ENSG00000224259	100505633	LINC01133	lncRNA	LINC01133	lncRNA	LINC01133	lncRNA
ENSG00000286096	110806308	GPC3-AS1	lncRNA	GPC3-AS1	TEC	GPC3-AS1	TEC
		MFI2	lncRNA				
		miR-17-3p	miRNA				
ENSG00000257671	109729127	KRT7-AS	lncRNA	KRT7-AS	lncRNA	KRT7-AS	lncRNA
ENSG00000274536		linc-223	lncRNA	MIR223HG	lncRNA	MIR223HG	lncRNA
ENSG00000249035	101927096	CLMAT3	lncRNA	CLMAT3	lncRNA	CLMAT3	lncRNA
ENSG00000148848		CAR10	lncRNA			ADAM12	protein_coding
ENSG00000230061	101928607	TRPM2-AS	lncRNA	TRPM2-AS	lncRNA	TRPM2-AS	lncRNA
		miR-491-5p	miRNA				
		HIT000218960	lncRNA				
ENSG00000236130	101928337	PTCSC2	lncRNA	PTCSC2	lncRNA	PTCSC2	lncRNA
		HANR	lncRNA				
ENSG00000005007	5976	UPF1	protein_coding			UPF1	protein_coding
		miR-376c-3p	miRNA				
ENSG00000280416		AC009084.3	lncRNA	ENSG00000280416	TEC		TEC
ENSG00000204282		lnc-GNAT1-1	lncRNA				
ENST00000237853		MRCCAT1	lncRNA				
ENSG00000260852	283932	FBXL19-AS1	lncRNA	FBXL19-AS1	lncRNA	FBXL19-AS1	lncRNA
ENSG00000204531	5460	POU5F1	TF			POU5F1	protein_coding
		TCONS_00026907	lncRNA				
ENSG00000203761	100129405	MSTO2P	lncRNA	MSTO2P	unprocessed_pseudogene	MSTO2P	unprocessed_pseudogene
ENSG00000280623		PCAT14	lncRNA	PCAT14	lncRNA	PCAT14	lncRNA
		AF113014	lncRNA				
		n340790	lncRNA				
		UCC	lncRNA				
ENSG00000171302		CANT1	lncRNA			CANT1	protein_coding
		lncRNA-PE	lncRNA				
ENSG00000134323	4613	MYCN	TF			MYCN	protein_coding
ENSG00000112183	221662	RBM24	protein_coding			RBM24	protein_coding
ENSG00000138798	1950	EGF	protein_coding			EGF	protein_coding
ENSG00000246985	144481	SOCS2-AS1	lncRNA	SOCS2-AS1	lncRNA	SOCS2-AS1	lncRNA
ENSG00000275874	378825	PICSAR	lncRNA	PICSAR	lncRNA	PICSAR	lncRNA
		miR-148b-3p	miRNA				
ENSG00000249375	100270680	CASC11	lncRNA	CASC11	lncRNA	CASC11	lncRNA
ENSG00000106031	3209	HOXA13	TF	HOXA13	protein_coding	HOXA13	protein_coding
		FGFR3-AS1	lncRNA				
		miR-141	miRNA				
		Lnc34a	lncRNA				
ENSG00000147687		TATDN1	lncRNA			TATDN1	protein_coding
ENSG00000157014		TATDN2	lncRNA			TATDN2	protein_coding
ENSG00000203705		TATDN3	lncRNA			TATDN3	protein_coding
ENSG00000278768	100379571	BACE1-AS	lncRNA	BACE1-AS	lncRNA	BACE1-AS	lncRNA
ENSG00000240405	101927152	SAMMSON	lncRNA	SAMMSON	lncRNA	SAMMSON	lncRNA
ENSG00000246763	503569	RGMB-AS1	lncRNA	RGMB-AS1	lncRNA	RGMB-AS1	lncRNA
ENSG00000168036	1499	CTNNB1	protein_coding			CTNNB1	protein_coding
ENST00000448540		lncRNA-NUTF2P3-001	lncRNA				
ENSG00000260105	90586	AOC4P	lncRNA	AOC4P	transcribed_unprocessed_pseudogene	AOC4P	transcribed_unprocessed_pseudogene
ENSG00000228288	100506696	PCAT6	lncRNA	PCAT6	lncRNA	PCAT6	lncRNA
		miR-190a	miRNA				
		miR-675	miRNA				
ENSG00000134954	2113	ETS1	TF			ETS1	protein_coding
ENSG00000198793	2475	MTOR	protein_coding			MTOR	protein_coding
		miR-9	miRNA				
ENSG00000118785	6696	SPP1	protein_coding			SPP1	protein_coding
ENSG00000106462	2146	EZH2	protein_coding			EZH2	protein_coding
ENSG00000112242	1871	E2F3	TF			E2F3	protein_coding
ENSG00000243197		loc285194	lncRNA	TUSC7	lncRNA	TUSC7	lncRNA
ENSG00000281358	102060282	RASSF1-AS1	lncRNA	RASSF1-AS1	lncRNA	RASSF1-AS1	lncRNA
ENSG00000171570	100529264	RAB4B-EGLN2	lncRNA			RAB4B-EGLN2	protein_coding
ENSG00000273129	103752588	PACERR	lncRNA	PACERR	lncRNA	PACERR	lncRNA
ENSG00000183242	51352	WT1-AS	lncRNA			WT1-AS	lncRNA
ENSG00000226777	9834	FAM30A	lncRNA	FAM30A	lncRNA	FAM30A	lncRNA
ENSG00000226237	100506834	GAS1RR	lncRNA	GAS1RR	lncRNA	GAS1RR	lncRNA
ENSG00000172845	6670	SP3	TF			SP3	protein_coding
ENSG00000253716	100507316	MINCR	lncRNA	MINCR	lncRNA	MINCR	lncRNA
ENSG00000245146	100505636	MALINC1	lncRNA	MALINC1	lncRNA	MALINC1	lncRNA
ENSG00000177133	440556	PRDM16-DT	lncRNA			PRDM16-DT	lncRNA
ENSG00000237886	101928483	NALT1	lncRNA	NALT1	lncRNA	NALT1	lncRNA
ENSG00000283293	125050	RN7SK	lncRNA	RN7SK	snRNA	RN7SK	snRNA
ENSG00000120948	23435	TARDBP	protein_coding			TARDBP	protein_coding
ENSG00000157557	2114	ETS2	TF			ETS2	protein_coding
ENSG00000141867	23476	BRD4	protein_coding			BRD4	protein_coding
		ZXF2	lncRNA				
ENSG00000146648	1956	EGFR	protein_coding			EGFR	protein_coding
ENSG00000097007	25	ABL1	protein_coding			ABL1	protein_coding
		lnc-bc060912	lncRNA				
ENSG00000156076	11197	WIF1	protein_coding			WIF1	protein_coding
ENSG00000186350	6256	RXRA	TF			RXRA	protein_coding
ENSG00000187605	200424	TET3	protein_coding			TET3	protein_coding
		miR-217	miRNA				
ENSG00000224328	106478956	MDC1-AS1	lncRNA	MDC1-AS1	lncRNA	MDC1-AS1	lncRNA
ENSG00000226629	147093	LINC00974	lncRNA	LINC00974	lncRNA	LINC00974	lncRNA
		miR-125b-5p	miRNA				
		LOC401317	lncRNA				
ENSG00000091831	2099	ESR1	TF			ESR1	protein_coding
ENSG00000198914	5455	POU3F3	TF	POU3F3	protein_coding	POU3F3	protein_coding
	104940698	DALIR	lncRNA				
ENSG00000133246	84106	PRAM1	protein_coding			PRAM1	protein_coding
		miR-29b-3p	miRNA				
ENSG00000212766	283673	EWSAT1	lncRNA	EWSAT1	lncRNA	EWSAT1	lncRNA
		miR-200a-3p	miRNA				
ENSG00000112658	6722	SRF	TF	SRF	protein_coding	SRF	protein_coding
ENST00000664551.1	100302522	PTCSC1	lncRNA				
		miR-34c-5p	miRNA				
ENSG00000164342	7098	TLR3	protein_coding			TLR3	protein_coding
ENSG00000227036	400619	LINC00511	lncRNA			LINC00511	lncRNA
ENSG00000092969	7042	TGFB2	protein_coding			TGFB2	protein_coding
ENSG00000180139	100132116	ACTA2-AS1	lncRNA			ACTA2-AS1	lncRNA
ENSG00000148400	4851	NOTCH1	protein_coding			NOTCH1	protein_coding
ENSG00000139687	5925	RB1	protein_coding			RB1	protein_coding
ENSG00000182165	11257	TP53TG1	lncRNA			TP53TG1	lncRNA
		BX357664	lncRNA				
ENSG00000280832	399972	GSEC	lncRNA	GSEC	lncRNA	GSEC	lncRNA
		91H	lncRNA				
ENSG00000182568	6304	SATB1	TF			SATB1	protein_coding
ENSG00000177374	3090	HIC1	TF			HIC1	protein_coding
		miR-23b-3p	miRNA				
ENSG00000249201		BC032469	lncRNA	TERLR1	lncRNA	TERLR1	lncRNA
ENSG00000259424	104472848	IRAIN	lncRNA	IRAIN	lncRNA	IRAIN	lncRNA
ENSG00000260386	149086	LINC01225	lncRNA	LDC1P	transcribed_unitary_pseudogene	LDC1P	transcribed_unitary_pseudogene
		CHAST	lncRNA				
ENST00000481169		NRCP	lncRNA				
ENSG00000196634	106182249	LUADT1	lncRNA	LUADT1	lncRNA	LUADT1	lncRNA
ENSG00000112293	2822	GPLD1	protein_coding			GPLD1	protein_coding
ENSG00000234380	100506385	LINC01426	lncRNA	LINC01426	lncRNA	LINC01426	lncRNA
ENSG00000159216	861	RUNX1	TF			RUNX1	protein_coding
	100302740	FAS-AS1	lncRNA				
ENSG00000019991	3082	HGF	protein_coding			HGF	protein_coding
ENSG00000124216	6615	SNAI1	TF	SNAI1	protein_coding	SNAI1	protein_coding
ENSG00000255364	105375734	SMILR	lncRNA	SMILR	lncRNA	SMILR	lncRNA
		miR-1-3p	miRNA				
ENSG00000281376	103021294	ABALON	lncRNA	ABALON	lncRNA	ABALON	lncRNA
ENSG00000136450	6426	SRSF1	protein_coding			SRSF1	protein_coding
ENSG00000017427	3479	IGF1	protein_coding			IGF1	protein_coding
		BALR-6	lncRNA				
ENSG00000080986	10403	NDC80	protein_coding			NDC80	protein_coding
ENSG00000143228	83540	NUF2	protein_coding			NUF2	protein_coding
ENSG00000162757		AK022798	lncRNA	C1orf74	protein_coding	C1orf74	protein_coding
ENSG00000234235	100379249	BOK-AS1	lncRNA	BOK-AS1	lncRNA	BOK-AS1	lncRNA
ENSG00000215458	284837	AATBC	lncRNA	AATBC	lncRNA	AATBC	lncRNA
		AB074278	lncRNA				
ENSG00000262904	100533619	TMPOP2	lncRNA	TMPOP2	processed_pseudogene	TMPOP2	processed_pseudogene
		miR-129-5p	miRNA				
		AK126698	lncRNA				
ENSG00000243197		LOC285194	lncRNA	TUSC7	lncRNA	TUSC7	lncRNA
ENST00000508986		lncRNA-LOWEG	lncRNA				
		HBX	protein_coding				
	100131796	DACOR1	lncRNA				
ENSG00000112964	2690	GHR	protein_coding			GHR	protein_coding
ENSG00000129514	3169	FOXA1	TF	FOXA1	protein_coding	FOXA1	protein_coding
ENSG00000182944	2130	EWSR1	protein_coding			EWSR1	protein_coding
ENSG00000242990	441641	RPL13AP23	lncRNA	RPL13AP23	processed_pseudogene	RPL13AP23	processed_pseudogene
		PI3K	protein_coding				
ENSG00000280927	285463	CTBP1-AS	lncRNA	CTBP1-AS	lncRNA	CTBP1-AS	lncRNA
ENSG00000196092	5079	PAX5	TF			PAX5	protein_coding
ENSG00000116044	4780	NFE2L2	TF			NFE2L2	protein_coding
ENSG00000233695	650669	GAS6-AS1	lncRNA	GAS6-AS1	lncRNA	GAS6-AS1	lncRNA
ENSG00000227954	100507308	TARID	lncRNA	TARID	lncRNA	TARID	lncRNA
ENSG00000108821	1277	COL1A1	protein_coding			COL1A1	protein_coding
ENSG00000118058	4297	KMT2A	protein_coding			KMT2A	protein_coding
ENSG00000055609	58508	KMT2C	protein_coding			KMT2C	protein_coding
ENSG00000005339	1387	CREBBP	protein_coding			CREBBP	protein_coding
ENSG00000100393	2033	EP300	protein_coding			EP300	protein_coding
ENSG00000198496	10230	NBR2	lncRNA			NBR2	lncRNA
ENSG00000233610	100129597	LINC00462	lncRNA	LINC00462	lncRNA	LINC00462	lncRNA
ENST00000518880		LNMICC	lncRNA				
		miR-190	miRNA				
ENSG00000246273	283104	SBF2-AS1	lncRNA	SBF2-AS1	lncRNA	SBF2-AS1	lncRNA
ENSG00000228750	100505887	LINC01672	lncRNA	LINC01672	lncRNA	LINC01672	lncRNA
ENSG00000037474	54888	NSUN2	protein_coding			NSUN2	protein_coding
ENSG00000233893	101409257	EZR-AS1	lncRNA	EZR-AS1	lncRNA	EZR-AS1	lncRNA
ENSG00000172965		AK001796	lncRNA			MIR4435-2HG	lncRNA
ENSG00000237298	100506866	TTN-AS1	lncRNA			TTN-AS1	lncRNA
ENSG00000233854	100689074	POU6F2-AS2	lncRNA	POU6F2-AS2	lncRNA	POU6F2-AS2	lncRNA
ENSG00000222005	388948	LINC01118	lncRNA	LINC01118	lncRNA	LINC01118	lncRNA
ENSG00000253741	100288181	LNCOC1	lncRNA	LNCOC1	lncRNA	LNCOC1	lncRNA
ENSG00000171862	5728	PTEN	protein_coding			PTEN	protein_coding
ENSG00000138650	57575	PCDH10	protein_coding	PCDH10	protein_coding	PCDH10	protein_coding
ENSG00000165025	6850	SYK	protein_coding			SYK	protein_coding
ENSG00000054598	2296	FOXC1	TF	FOXC1	protein_coding	FOXC1	protein_coding
		miR-34a	miRNA				
ENSG00000155366	389	RHOC	protein_coding			RHOC	protein_coding
ENSG00000196588	57591	MRTFA	TF			MRTFA	protein_coding
ENSG00000278090	104564224	LUNAR1	lncRNA	LUNAR1	lncRNA	LUNAR1	lncRNA
ENSG00000269220	200298	LINC00528	lncRNA	LINC00528	lncRNA	LINC00528	lncRNA
		miR-214	miRNA				
ENSG00000153363	84791	LINC00467	lncRNA			LINC00467	lncRNA
ENSG00000223823	254099	LINC01342	lncRNA	LINC01342	lncRNA	LINC01342	lncRNA
ENSG00000223768	642852	LINC00205	lncRNA	LINC00205	lncRNA	LINC00205	lncRNA
ENSG00000158773	7391	USF1	TF			USF1	protein_coding
ENSG00000230630	100628315	DNM3OS	lncRNA	DNM3OS	lncRNA	DNM3OS	lncRNA
ENSG00000232677	100506930	LINC00665	lncRNA			LINC00665	lncRNA
ENSG00000166770	100128252	ZNF667-AS1	lncRNA			ZNF667-AS1	lncRNA
		Mirt2	lncRNA				
ENSG00000085365	9522	SCAMP1	lncRNA			SCAMP1	protein_coding
ENSG00000224939	100302691	LINC00184	lncRNA	LINC00184	lncRNA	LINC00184	lncRNA
		PSTAR	lncRNA				
		miR-142-3p	miRNA				
ENSG00000215863	388685	LINC01138	lncRNA				
		Lnc-UCID	lncRNA				
ENSG00000199085	406940	MIR148A	miRNA	MIR148A	miRNA	MIR148A	miRNA
		AB209371	lncRNA				
ENSG00000235387	158376	SPAAR	lncRNA	SPAAR	protein_coding	SPAAR	protein_coding
ENSG00000125798	3170	FOXA2	TF			FOXA2	protein_coding
ENSG00000236790	339789	LINC00299	lncRNA	LINC00299	lncRNA	LINC00299	lncRNA
	105375913	LOC105375913	lncRNA				
ENSG00000176438	161176	SYNE3	lncRNA			SYNE3	protein_coding
ENSG00000234787	100507428	LINC00458	lncRNA	LINC00458	lncRNA	LINC00458	lncRNA
ENSG00000232021	641518	LEF1-AS1	lncRNA	LEF1-AS1	lncRNA	LEF1-AS1	lncRNA
ENSG00000215424	114044	MCM3AP-AS1	lncRNA			MCM3AP-AS1	lncRNA
ENSG00000237187	441094	NR2F1-AS1	lncRNA	NR2F1-AS1	lncRNA	NR2F1-AS1	lncRNA
ENSG00000229124	100507347	VIM-AS1	lncRNA	VIM-AS1	lncRNA	VIM-AS1	lncRNA
		LncRNATCF7	lncRNA				
		XIXT	lncRNA				
ENSG00000170919	100190939	TPT1-AS1	lncRNA			TPT1-AS1	lncRNA
		Chaer	lncRNA				
ENSG00000204949	100131726	FAM83A-AS1	lncRNA			FAM83A-AS1	lncRNA
		AWPPH	lncRNA				
		lnc-ABCA12-3	lncRNA				
ENSG00000231817	101929344	LINC01198	lncRNA	LINC01198	lncRNA	LINC01198	lncRNA
ENSG00000232931	150759	LINC00342	lncRNA	LINC00342	lncRNA	LINC00342	lncRNA
ENSG00000165659	1602	DACH1	lncRNA				
ENSG00000281641	552860	SAMD12-AS1	lncRNA	SAMD12-AS1	lncRNA	SAMD12-AS1	lncRNA
		CircZNF609	circRNA				
ENSG00000224209	199899	LINC00466	lncRNA	LINC00466	lncRNA	LINC00466	lncRNA
ENSG00000270069	104457406	MIR222HG	lncRNA	MIR222HG	lncRNA	MIR222HG	lncRNA
ENSG00000239002	692148	SCARNA10	lncRNA	SCARNA10	snoRNA	SCARNA10	snoRNA
ENSG00000258754	283682	LINC01579	lncRNA	LINC01579	lncRNA	LINC01579	lncRNA
ENSG00000187621	27004	TCL6	lncRNA			TCL6	lncRNA
ENSG00000234498	387841	RPL13AP20	lncRNA	RPL13AP20	processed_pseudogene	RPL13AP20	processed_pseudogene
ENSG00000242759	100302640	LINC00882	lncRNA			LINC00882	lncRNA
ENSG00000206337	10866	HCP5	lncRNA			HCP5	lncRNA
	105371906	LACAT1	lncRNA				
		AV310809	lncRNA				
ENSG00000267107	100505495	PCAT19	lncRNA	PCAT19	lncRNA	PCAT19	lncRNA
ENSG00000213005	26255	PTTG3P	lncRNA	PTTG3P	processed_pseudogene	PTTG3P	processed_pseudogene
		Lnc00908	lncRNA				
		ATB	lncRNA				
ENSG00000134644	9698	PUM1	protein_coding			PUM1	protein_coding
ENSG00000242265	23089	PEG10	lncRNA	PEG10	protein_coding	PEG10	protein_coding
ENSG00000129682	2258	FGF13	protein_coding			FGF13	protein_coding
		LEGLTBC	lncRNA				
ENSG00000101197	79444	BIRC7	protein_coding			BIRC7	protein_coding
		VIM-AS2	lncRNA				
		VIM-AS3	lncRNA				
ENSG00000238113	103352539	LINC01410	lncRNA	LINC01410	lncRNA	LINC01410	lncRNA
ENSG00000078900	7161	TP73	lncRNA			TP73	protein_coding
ENSG00000101945	6839	SUV39H1	lncRNA			SUV39H1	protein_coding
		LINC00673-v4	lncRNA				
ENSG00000141736	2064	ERBB2	protein_coding			ERBB2	protein_coding
ENSG00000229807	7502	XIC	lncRNA			XIST	lncRNA
		N-BLR	lncRNA				
		lncRNA 430945	lncRNA				
ENSG00000230176	728228	LINC01433	lncRNA	LINC01433	lncRNA	LINC01433	lncRNA
		Olfr29-ps1	lncRNA				
ENSG00000253079	641373	NRON	lncRNA	NRON	misc_RNA	NRON	misc_RNA
		TROJAN	lncRNA				
ENSG00000249173	100506229	LINC01093	lncRNA	LINC01093	lncRNA	LINC01093	lncRNA
ENSG00000258399	79104	MEG8	lncRNA	MIR493HG	lncRNA	MIR493HG	lncRNA
ENSG00000237200	100874345	ZBTB40-IT1	lncRNA	ZBTB40-IT1	lncRNA	ZBTB40-IT1	lncRNA
ENSG00000280734	102725509	LINC01232	lncRNA	LINC01232	lncRNA	LINC01232	lncRNA
ENSG00000207692	693177	MIR592	miRNA	MIR592	miRNA	MIR592	miRNA
ENSG00000215699		TASR	lncRNA				
ENSG00000104824	3191	HNRNPL	lncRNA			HNRNPL	protein_coding
ENSG00000225733	100505641	FGD5-AS1	lncRNA	FGD5-AS1	lncRNA	FGD5-AS1	lncRNA
ENSG00000233864	64595	TTTY15	lncRNA				
		miR-425-5p	miRNA				
		H23	lncRNA				
		AP2��	protein_coding				
		lncRNAuc001.dgp.1	lncRNA				
ENSG00000204832	100128098	ST8SIA6-AS1	lncRNA			ST8SIA6-AS1	lncRNA
ENSG00000107077	23081	KDM4C	protein_coding			KDM4C	protein_coding
ENSG00000251164	728655	HULC	lncRNA				
		RP11-820	lncRNA				
ENSG00000223960	101927027	CHROMR	lncRNA	CHROMR	lncRNA	CHROMR	lncRNA
ENSG00000232445	101927746	EMSLR	lncRNA	EMSLR	lncRNA	EMSLR	lncRNA
ENSG00000186047	103689915	DLEU1-AS1	lncRNA			DLEU7	protein_coding
ENSG00000282430	115253418	COPDA1	lncRNA	COPDA1	lncRNA		
ENSG00000221085		AC096664.3	lncRNA				
ENSG00000224032	114915	EPB41L4A-AS1	lncRNA	EPB41L4A-AS1	lncRNA	EPB41L4A-AS1	lncRNA
ENSG00000241749	204010	RPSAP52	lncRNA	RPSAP52	transcribed_processed_pseudogene	RPSAP52	transcribed_processed_pseudogene
ENSG00000247844	100507056	CCAT1	lncRNA				
		GATA6-AS	lncRNA				
ENSG00000249550	100506465	LINC01234	lncRNA	LINC01234	lncRNA	LINC01234	lncRNA
		17beta-E2	protein_coding				
ENSG00000231298	100216001	MANCR	lncRNA	MANCR	lncRNA	MANCR	lncRNA
ENSG00000245694	643911	CRNDE	lncRNA			CRNDE	lncRNA
ENSG00000203499	642574	IQANK1	lncRNA			IQANK1	protein_coding
ENSG00000279078	27099	SND1-IT1	lncRNA	SND1-IT1	lncRNA	SND1-IT1	lncRNA
		PLCD3-OT1	lncRNA				
ENSG00000258735	145216	PPP1R13B-DT	lncRNA	PPP1R13B-DT	lncRNA	PPP1R13B-DT	lncRNA
ENSG00000260898	100287559	ADPGK-AS1	lncRNA	ADPGK-AS1	lncRNA	ADPGK-AS1	lncRNA
		miR-375-3p	miRNA				
ENSG00000231711	100271722	LINC00899	lncRNA	LINC00899	lncRNA	LINC00899	lncRNA
ENSG00000272870	105377540	SAP30-DT	lncRNA	SAP30-DT	lncRNA	SAP30-DT	lncRNA
		lnc-AL445665.1-4	lncRNA				
ENSG00000236833		AC024560.2	lncRNA	ENSG00000236833	lncRNA		lncRNA
ENSG00000121858	8743	TNFSF10	lncRNA			TNFSF10	protein_coding
		PFAR	lncRNA				
ENSG00000251128	101928734	WWC2-AS1	lncRNA	WWC2-AS1	lncRNA	WWC2-AS1	lncRNA
ENSG00000196810	92070	CTBP1-DT	lncRNA	CTBP1-DT	lncRNA	CTBP1-DT	lncRNA
ENSG00000269929		RP11-2B6.2	lncRNA	MIRLET7A1HG	lncRNA	MIRLET7A1HG	lncRNA
ENSG00000137077	6366	CCL21	protein_coding	CCL21	protein_coding	CCL21	protein_coding
		lnc-ob1	lncRNA				
ENSG00000232855		AF131217.1	lncRNA	ENSG00000232855	lncRNA		lncRNA
ENSG00000259577	100129973	CERNA1	lncRNA	CERNA1	lncRNA	CERNA1	lncRNA
		lncRNA-TM1P3	lncRNA				
		MAGI2-AS	lncRNA				
ENSG00000235106	266655	BRD3OS	lncRNA			BRD3OS	protein_coding
		lncRNA-FA2H-2	lncRNA				
ENSG00000228794	643837	LINC01128	lncRNA			LINC01128	lncRNA
		CAIF	lncRNA				
